"Estimate";"SE";"BCI_LI_95";"BCI_UI_95"
"beta_Intercept";-0,138;0,112;-0,357;0,075
"beta_subject_sex1";-0,609;0,202;-1,004;-0,217
"beta_age_b1";-0,639;0,199;-1,024;-0,253
"beta_age_b2";0,198;0,162;-0,123;0,532
"beta_age_b3";0,202;0,168;-0,134;0,52
"beta_chimp_group1";0,334;0,137;0,056;0,595
"beta_chimp_group2";-0,445;0,176;-0,793;-0,097
"sigma";0,878;0,08;0,727;1,041
"nu";23,291;13,295;5,743;56,555
