"Estimate";"SE";"BCI_LI_95";"BCI_UI_95"
"beta_Intercept";0,058;0,005;0,047;0,068
"beta_gender1";-0,431;0,01;-0,45;-0,412
"beta_age_b1";0,343;0,013;0,317;0,368
"beta_age_b2";0,129;0,01;0,11;0,149
"beta_age_b3";-0,082;0,009;-0,099;-0,065
"beta_age_b4";-0,089;0,009;-0,107;-0,072
"sigma";0,956;0,004;0,949;0,964
"nu";217,949;34,401;161,269;297,496
